"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Iraq",820,54,226,540,2020-04-03,"33.223191","43.679291"
"Ireland",4273,120,5,4148,2020-04-03,"53.41291","-8.24389"
"Israel",7428,40,403,6985,2020-04-03,"31.046051","34.851612"
"Italy",119827,14681,19758,85388,2020-04-03,"41.87194","12.56738"
"Jamaica",47,3,2,42,2020-04-03,"18.109581","-77.297508"
"Japan",2617,63,514,2040,2020-04-03,"36.204824","138.252924"
"Jordan",310,5,58,247,2020-04-03,"30.585164","36.238414"
"Kazakhstan",464,6,29,429,2020-04-03,"48.019573","66.923684"
"Kenya",122,4,4,114,2020-04-03,"-0.023559","37.906193"
"Korea, South",10062,174,6021,3867,2020-04-03,"35.907757","127.766922"
"Kosovo",126,1,10,115,2020-04-03,"42.602636","20.902977"
"Kuwait",417,0,82,335,2020-04-03,"29.31166","47.481766"
"Kyrgyzstan",130,1,6,123,2020-04-03,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-03,"19.85627","102.495496"
"Latvia",493,1,1,491,2020-04-03,"56.879635","24.603189"
"Lebanon",508,17,50,441,2020-04-03,"33.854721","35.862285"
"Liberia",7,0,0,7,2020-04-03,"6.428055","-9.429499"
"Libya",11,1,0,10,2020-04-03,"26.3351","17.228331"
"Liechtenstein",75,0,0,75,2020-04-03,"47.166","9.555373"
"Lithuania",696,9,7,680,2020-04-03,"55.169438","23.881275"
"Luxembourg",2612,31,500,2081,2020-04-03,"49.815273","6.129583"
"Madagascar",70,0,0,70,2020-04-03,"-18.766947","46.869107"
"Malawi",3,0,0,3,2020-04-03,"-13.254308","34.301525"
"Malaysia",3333,53,827,2453,2020-04-03,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-03,"3.202778","73.22068"
"Mali",39,3,0,36,2020-04-03,"17.570692","-3.996166"
"Malta",202,0,2,200,2020-04-03,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-03,"21.00789","-10.940835"
"Mauritius",186,7,0,179,2020-04-03,"-20.348404","57.552152"
"Mexico",1510,50,633,827,2020-04-03,"23.634501","-102.552784"
"Moldova",591,8,26,557,2020-04-03,"47.411631","28.369885"
"Monaco",64,1,3,60,2020-04-03,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-03,"46.862496","103.846656"
"Montenegro",174,2,1,171,2020-04-03,"42.708678","19.37439"
"Morocco",791,48,57,686,2020-04-03,"31.791702","-7.09262"
"Mozambique",10,0,0,10,2020-04-03,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-03,"52.442039","4.829199"
"Namibia",14,0,3,11,2020-04-03,"-22.95764","18.49041"
"Nepal",6,0,1,5,2020-04-03,"28.394857","84.124008"
"Netherlands",15821,1490,260,14071,2020-04-03,"52.132633","5.291266"
"New Zealand",868,1,103,764,2020-04-03,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-04-03,"12.865416","-85.207229"
"Niger",120,5,0,115,2020-04-03,"17.607789","8.081666"
"Nigeria",210,4,25,181,2020-04-03,"9.081999","8.675277"
"North Macedonia",430,12,20,398,2020-04-03,"41.608635","21.745275"
"Norway",5370,59,32,5279,2020-04-03,"60.472024","8.468946"
"Oman",252,1,57,194,2020-04-03,"21.512583","55.923255"
"Pakistan",2686,40,126,2520,2020-04-03,"30.375321","69.345116"
"Panama",1475,37,10,1428,2020-04-03,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-04-03,"-6.314993","143.95555"
"Paraguay",92,3,6,83,2020-04-03,"-23.442503","-58.443832"
"Peru",1595,61,537,997,2020-04-03,"-9.189967","-75.015152"
"Philippines",3018,136,52,2830,2020-04-03,"12.879721","121.774017"
"Poland",3383,71,56,3256,2020-04-03,"51.919438","19.145136"
"Portugal",9886,246,68,9572,2020-04-03,"39.399872","-8.224454"
"Qatar",1075,3,93,979,2020-04-03,"25.354826","51.183884"
"Romania",3183,133,283,2767,2020-04-03,"45.943161","24.96676"
"Russia",4149,34,281,3834,2020-04-03,"61.52401","105.318756"
"Rwanda",89,0,0,89,2020-04-03,"-1.940278","29.873888"
"Saint Kitts and Nevis",9,0,0,9,2020-04-03,"17.357822","-62.782998"
"Saint Lucia",13,0,1,12,2020-04-03,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",3,0,1,2,2020-04-03,"12.984305","-61.287228"
"San Marino",245,30,21,194,2020-04-03,"43.94236","12.457777"
"Saudi Arabia",2039,25,351,1663,2020-04-03,"23.885942","45.079162"
"Senegal",207,1,66,140,2020-04-03,"14.497401","-14.452362"
"Serbia",1476,39,0,1437,2020-04-03,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-04-03,"-4.679574","55.491977"
"Sierra Leone",2,0,0,2,2020-04-03,"8.460555","-11.779889"
"Singapore",1114,5,282,827,2020-04-03,"1.352083","103.819836"
"Slovakia",450,1,10,439,2020-04-03,"48.669026","19.699024"
"Slovenia",934,20,70,844,2020-04-03,"46.151241","14.995463"
"Somalia",7,0,1,6,2020-04-03,"5.152149","46.199616"
"South Africa",1505,9,95,1401,2020-04-03,"-30.559482","22.937506"
"Spain",119199,11198,30513,77488,2020-04-03,"40.463667","-3.74922"
"Sri Lanka",159,4,24,131,2020-04-03,"7.873054","80.771797"
"Sudan",10,2,2,6,2020-04-03,"12.862807","30.217636"
"Suriname",10,1,0,9,2020-04-03,"3.919305","-56.027783"
"Sweden",6131,358,205,5568,2020-04-03,"60.128161","18.643501"
"Switzerland",19606,591,4846,14169,2020-04-03,"46.818188","8.227512"
"Syria",16,2,0,14,2020-04-03,"34.802075","38.996815"
"Taiwan*",348,5,50,293,2020-04-03,"23.69781","120.960515"
"Tanzania",20,1,3,16,2020-04-03,"-6.369028","34.888822"
"Thailand",1978,19,612,1347,2020-04-03,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-03,"-8.874217","125.727539"
"Togo",40,3,17,20,2020-04-03,"8.619543","0.824782"
"Trinidad and Tobago",98,6,1,91,2020-04-03,"10.691803","-61.222503"
"Tunisia",495,18,5,472,2020-04-03,"33.886917","9.537499"
"Turkey",20921,425,484,20012,2020-04-03,"38.963745","35.243322"
"Uganda",48,0,0,48,2020-04-03,"1.373333","32.290275"
"Ukraine",1072,27,22,1023,2020-04-03,"48.379433","31.16558"
"United Arab Emirates",1264,9,108,1147,2020-04-03,"23.424076","53.847818"
"United Kingdom",38689,3611,208,34870,2020-04-03,"55.378051","-3.435973"
"Uruguay",369,4,68,297,2020-04-03,"-32.522779","-55.765835"
"US",275586,7087,9707,258792,2020-04-03,"37.09024","-95.712891"
"Uzbekistan",227,2,25,200,2020-04-03,"41.377491","64.585262"
"Venezuela",153,7,52,94,2020-04-03,"6.42375","-66.58973"
"Vietnam",237,0,85,152,2020-04-03,"14.058324","108.277199"
"West Bank and Gaza",194,1,21,172,2020-04-03,"31.952162","35.233154"
"Zambia",39,1,2,36,2020-04-03,"-13.133897","27.849332"
"Zimbabwe",9,1,0,8,2020-04-03,"-19.015438","29.154857"
"Afghanistan",273,6,10,257,2020-04-02,"33.93911","67.709953"
"Albania",277,16,76,185,2020-04-02,"41.153332","20.168331"
"Algeria",986,86,61,839,2020-04-02,"28.033886","1.659626"
"Andorra",428,15,10,403,2020-04-02,"42.546245","1.601554"
"Angola",8,2,1,5,2020-04-02,"-11.202692","17.873887"
"Antigua and Barbuda",9,0,0,9,2020-04-02,"17.060816","-61.796428"
"Argentina",1133,36,256,841,2020-04-02,"-38.416097","-63.616672"
"Armenia",663,7,33,623,2020-04-02,"40.069099","45.038189"
"Australia",5116,24,520,4572,2020-04-02,"-25.274398","133.775136"
"Austria",11129,158,1749,9222,2020-04-02,"47.516231","14.550072"
"Azerbaijan",400,5,26,369,2020-04-02,"40.143105","47.576927"
"Bahamas",24,1,1,22,2020-04-02,"25.03428","-77.39628"
"Bahrain",643,4,381,258,2020-04-02,"25.930414","50.637772"
"Bangladesh",56,6,25,25,2020-04-02,"23.684994","90.356331"
"Barbados",46,0,0,46,2020-04-02,"13.193887","-59.543198"
"Belarus",304,4,53,247,2020-04-02,"53.709807","27.953389"
"Belgium",15348,1011,2495,11842,2020-04-02,"50.503887","4.469936"
"Belize",3,0,0,3,2020-04-02,"17.189877","-88.49765"
"Benin",13,0,1,12,2020-04-02,"9.30769","2.315834"
"Bhutan",5,0,1,4,2020-04-02,"27.514162","90.433601"
"Bolivia",123,8,1,114,2020-04-02,"-16.290154","-63.588653"
"Bosnia and Herzegovina",533,16,20,497,2020-04-02,"43.915886","17.679076"
"Botswana",4,1,0,3,2020-04-02,"-22.328474","24.684866"
"Brazil",8044,324,127,7593,2020-04-02,"-14.235004","-51.92528"
"Brunei",133,1,56,76,2020-04-02,"4.535277","114.727669"
"Bulgaria",457,10,25,422,2020-04-02,"42.733883","25.48583"
"Burkina Faso",288,16,50,222,2020-04-02,"12.238333","-1.561593"
"Burma",20,1,0,19,2020-04-02,"21.913965","95.956223"
"Burundi",3,0,0,3,2020-04-02,"-3.373056","29.918886"
"Cabo Verde",6,1,0,5,2020-04-02,"16.002082","-24.013197"
"Cambodia",110,0,34,76,2020-04-02,"12.565679","104.990963"
"Cameroon",306,7,10,289,2020-04-02,"7.369722","12.354722"
"Canada",11284,139,1735,9410,2020-04-02,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-04-02,"6.611111","20.939444"
"Chad",8,0,0,8,2020-04-02,"15.454166","18.732207"
"Chile",3404,18,335,3051,2020-04-02,"-35.675147","-71.542969"
"China",82432,3322,76565,2545,2020-04-02,"35.86166","104.195397"
"Colombia",1161,19,55,1087,2020-04-02,"4.570868","-74.297333"
"Congo (Brazzaville)",22,2,2,18,2020-04-02,"-0.228021","15.827659"
"Congo (Kinshasa)",134,13,3,118,2020-04-02,"-4.038333","21.758664"
"Costa Rica",396,2,6,388,2020-04-02,"9.748917","-83.753428"
"Cote d'Ivoire",194,1,15,178,2020-04-02,"7.539989","-5.54708"
"Croatia",1011,7,88,916,2020-04-02,"45.1","15.2"
"Cuba",233,6,13,214,2020-04-02,"21.521757","-77.781167"
"Cyprus",356,10,28,318,2020-04-02,"35.126413","33.429859"
"Czechia",3858,44,67,3747,2020-04-02,"49.817492","15.472962"
"Denmark",3573,123,1172,2278,2020-04-02,"56.26392","9.501785"
"Diamond Princess",712,11,619,82,2020-04-02,"37.09024","-95.712891"
"Djibouti",40,0,0,40,2020-04-02,"11.825138","42.590275"
"Dominica",12,0,0,12,2020-04-02,"15.414999","-61.370976"
"Dominican Republic",1380,60,16,1304,2020-04-02,"18.735693","-70.162651"
"Ecuador",3163,120,65,2978,2020-04-02,"-1.831239","-78.183406"
"Egypt",865,58,201,606,2020-04-02,"26.820553","30.802498"
"El Salvador",41,2,0,39,2020-04-02,"13.794185","-88.89653"
"Equatorial Guinea",15,0,1,14,2020-04-02,"1.650801","10.267895"
"Eritrea",22,0,0,22,2020-04-02,"15.179384","39.782334"
"Estonia",858,11,45,802,2020-04-02,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-04-02,"-26.522503","31.465866"
"Ethiopia",29,0,3,26,2020-04-02,"9.145","40.489673"
"Fiji",7,0,0,7,2020-04-02,"-16.578193","179.414413"
"Finland",1518,19,300,1199,2020-04-02,"61.92411","25.748151"
"France",59929,5398,12548,41983,2020-04-02,"46.227638","2.213749"
"Gabon",21,1,0,20,2020-04-02,"-0.803689","11.609444"
"Gambia",4,1,2,1,2020-04-02,"13.443182","-15.310139"
"Georgia",134,0,26,108,2020-04-02,"42.315407","43.356892"
"Germany",84794,1107,22440,61247,2020-04-02,"51.165691","10.451526"
"Ghana",204,5,31,168,2020-04-02,"7.946527","-1.023194"
"Greece",1544,53,61,1430,2020-04-02,"39.074208","21.824312"
"Grenada",10,0,0,10,2020-04-02,"12.262776","-61.604171"
"Guatemala",47,1,12,34,2020-04-02,"15.783471","-90.230759"
"Guinea",52,0,0,52,2020-04-02,"9.945587","-9.696645"
"Guinea-Bissau",9,0,0,9,2020-04-02,"11.803749","-15.180413"
"Guyana",19,4,0,15,2020-04-02,"4.860416","-58.93018"
"Haiti",16,0,1,15,2020-04-02,"18.971187","-72.285215"
"Holy See",7,0,0,7,2020-04-02,"41.902916","12.453389"
"Honduras",219,14,3,202,2020-04-02,"15.199999","-86.241905"
"Hungary",585,21,42,522,2020-04-02,"47.162494","19.503304"
"Iceland",1319,4,284,1031,2020-04-02,"64.963051","-19.020835"
"India",2543,72,191,2280,2020-04-02,"20.593684","78.96288"
"Indonesia",1790,170,112,1508,2020-04-02,"-0.789275","113.921327"
"Iran",50468,3160,16711,30597,2020-04-02,"32.427908","53.688046"
"Iraq",772,54,202,516,2020-04-02,"33.223191","43.679291"
"Ireland",3849,98,5,3746,2020-04-02,"53.41291","-8.24389"
"Israel",6857,36,338,6483,2020-04-02,"31.046051","34.851612"
"Italy",115242,13915,18278,83049,2020-04-02,"41.87194","12.56738"
"Jamaica",47,3,2,42,2020-04-02,"18.109581","-77.297508"
"Japan",2495,62,472,1961,2020-04-02,"36.204824","138.252924"
"Jordan",299,5,45,249,2020-04-02,"30.585164","36.238414"
"Kazakhstan",435,3,27,405,2020-04-02,"48.019573","66.923684"
"Kenya",110,3,4,103,2020-04-02,"-0.023559","37.906193"
"Korea, South",9976,169,5828,3979,2020-04-02,"35.907757","127.766922"
"Kosovo",125,1,10,114,2020-04-02,"42.602636","20.902977"
"Kuwait",342,0,81,261,2020-04-02,"29.31166","47.481766"
"Kyrgyzstan",116,0,5,111,2020-04-02,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-02,"19.85627","102.495496"
"Latvia",458,0,31,427,2020-04-02,"56.879635","24.603189"
"Lebanon",494,16,46,432,2020-04-02,"33.854721","35.862285"
"Liberia",6,0,0,6,2020-04-02,"6.428055","-9.429499"
"Libya",11,1,0,10,2020-04-02,"26.3351","17.228331"
"Liechtenstein",75,0,0,75,2020-04-02,"47.166","9.555373"
"Lithuania",649,9,7,633,2020-04-02,"55.169438","23.881275"
"Luxembourg",2487,30,80,2377,2020-04-02,"49.815273","6.129583"
"Madagascar",59,0,0,59,2020-04-02,"-18.766947","46.869107"
"Malawi",3,0,0,3,2020-04-02,"-13.254308","34.301525"
"Malaysia",3116,50,767,2299,2020-04-02,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-02,"3.202778","73.22068"
"Mali",36,3,0,33,2020-04-02,"17.570692","-3.996166"
"Malta",196,0,2,194,2020-04-02,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-02,"21.00789","-10.940835"
"Mauritius",169,7,0,162,2020-04-02,"-20.348404","57.552152"
"Mexico",1378,37,35,1306,2020-04-02,"23.634501","-102.552784"
"Moldova",505,6,23,476,2020-04-02,"47.411631","28.369885"
"Monaco",60,1,2,57,2020-04-02,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-02,"46.862496","103.846656"
"Montenegro",144,2,0,142,2020-04-02,"42.708678","19.37439"
"Morocco",708,44,31,633,2020-04-02,"31.791702","-7.09262"
"Mozambique",10,0,0,10,2020-04-02,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-02,"52.442039","4.829199"
"Namibia",14,0,3,11,2020-04-02,"-22.95764","18.49041"
"Nepal",6,0,1,5,2020-04-02,"28.394857","84.124008"
"Netherlands",14788,1341,260,13187,2020-04-02,"52.132633","5.291266"
"New Zealand",797,1,92,704,2020-04-02,"-40.900557","174.885971"
"Nicaragua",5,1,0,4,2020-04-02,"12.865416","-85.207229"
"Niger",98,5,0,93,2020-04-02,"17.607789","8.081666"
"Nigeria",184,2,20,162,2020-04-02,"9.081999","8.675277"
"North Macedonia",384,11,17,356,2020-04-02,"41.608635","21.745275"
"Norway",5147,50,32,5065,2020-04-02,"60.472024","8.468946"
"Oman",231,1,57,173,2020-04-02,"21.512583","55.923255"
"Pakistan",2421,34,125,2262,2020-04-02,"30.375321","69.345116"
"Panama",1317,32,9,1276,2020-04-02,"8.537981","-80.782127"
"Papua New Guinea",1,0,0,1,2020-04-02,"-6.314993","143.95555"
"Paraguay",77,3,2,72,2020-04-02,"-23.442503","-58.443832"
"Peru",1414,55,537,822,2020-04-02,"-9.189967","-75.015152"
"Philippines",2633,107,51,2475,2020-04-02,"12.879721","121.774017"
"Poland",2946,57,56,2833,2020-04-02,"51.919438","19.145136"
"Portugal",9034,209,68,8757,2020-04-02,"39.399872","-8.224454"
"Qatar",949,3,72,874,2020-04-02,"25.354826","51.183884"
"Romania",2738,115,267,2356,2020-04-02,"45.943161","24.96676"
"Russia",3548,30,235,3283,2020-04-02,"61.52401","105.318756"
"Rwanda",84,0,0,84,2020-04-02,"-1.940278","29.873888"
"Saint Kitts and Nevis",9,0,0,9,2020-04-02,"17.357822","-62.782998"
"Saint Lucia",13,0,1,12,2020-04-02,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",2,0,1,1,2020-04-02,"12.984305","-61.287228"
"San Marino",245,30,21,194,2020-04-02,"43.94236","12.457777"
"Saudi Arabia",1885,21,328,1536,2020-04-02,"23.885942","45.079162"
"Senegal",195,1,55,139,2020-04-02,"14.497401","-14.452362"
"Serbia",1171,31,0,1140,2020-04-02,"44.016521","21.005859"
"Seychelles",10,0,0,10,2020-04-02,"-4.679574","55.491977"
"Sierra Leone",2,0,0,2,2020-04-02,"8.460555","-11.779889"
"Singapore",1049,4,266,779,2020-04-02,"1.352083","103.819836"
"Slovakia",426,1,5,420,2020-04-02,"48.669026","19.699024"
"Slovenia",897,17,70,810,2020-04-02,"46.151241","14.995463"
"Somalia",5,0,1,4,2020-04-02,"5.152149","46.199616"
"South Africa",1462,5,50,1407,2020-04-02,"-30.559482","22.937506"
"Spain",112065,10348,26743,74974,2020-04-02,"40.463667","-3.74922"
"Sri Lanka",151,4,21,126,2020-04-02,"7.873054","80.771797"
"Sudan",8,2,2,4,2020-04-02,"12.862807","30.217636"
"Suriname",10,0,0,10,2020-04-02,"3.919305","-56.027783"
"Sweden",5568,308,103,5157,2020-04-02,"60.128161","18.643501"
"Switzerland",18827,536,4013,14278,2020-04-02,"46.818188","8.227512"
"Syria",16,2,0,14,2020-04-02,"34.802075","38.996815"
"Taiwan*",339,5,45,289,2020-04-02,"23.69781","120.960515"
"Tanzania",20,1,2,17,2020-04-02,"-6.369028","34.888822"
"Thailand",1875,15,505,1355,2020-04-02,"15.870032","100.992541"
"Timor-Leste",1,0,0,1,2020-04-02,"-8.874217","125.727539"
"Togo",39,2,17,20,2020-04-02,"8.619543","0.824782"
"Trinidad and Tobago",94,5,1,88,2020-04-02,"10.691803","-61.222503"
"Tunisia",455,14,5,436,2020-04-02,"33.886917","9.537499"
"Turkey",18135,356,415,17364,2020-04-02,"38.963745","35.243322"
"Uganda",45,0,0,45,2020-04-02,"1.373333","32.290275"
"Ukraine",897,22,19,856,2020-04-02,"48.379433","31.16558"
"United Arab Emirates",1024,8,96,920,2020-04-02,"23.424076","53.847818"
"United Kingdom",34173,2926,192,31055,2020-04-02,"55.378051","-3.435973"
"Uruguay",350,4,62,284,2020-04-02,"-32.522779","-55.765835"
"US",243599,5926,9001,228672,2020-04-02,"37.09024","-95.712891"
"Uzbekistan",205,2,25,178,2020-04-02,"41.377491","64.585262"
"Venezuela",146,5,43,98,2020-04-02,"6.42375","-66.58973"
"Vietnam",233,0,75,158,2020-04-02,"14.058324","108.277199"
"West Bank and Gaza",161,1,18,142,2020-04-02,"31.952162","35.233154"
"Zambia",39,1,0,38,2020-04-02,"-13.133897","27.849332"
"Zimbabwe",9,1,0,8,2020-04-02,"-19.015438","29.154857"
"Afghanistan",237,4,5,228,2020-04-01,"33.93911","67.709953"
"Albania",259,15,67,177,2020-04-01,"41.153332","20.168331"
"Algeria",847,58,61,728,2020-04-01,"28.033886","1.659626"
"Andorra",390,14,10,366,2020-04-01,"42.546245","1.601554"
"Angola",8,2,1,5,2020-04-01,"-11.202692","17.873887"
"Antigua and Barbuda",7,0,0,7,2020-04-01,"17.060816","-61.796428"
"Argentina",1054,28,248,778,2020-04-01,"-38.416097","-63.616672"
"Armenia",571,4,31,536,2020-04-01,"40.069099","45.038189"
"Australia",4862,20,422,4420,2020-04-01,"-25.274398","133.775136"
"Austria",10711,146,1436,9129,2020-04-01,"47.516231","14.550072"
"Azerbaijan",359,5,26,328,2020-04-01,"40.143105","47.576927"
"Bahamas",21,1,1,19,2020-04-01,"25.03428","-77.39628"
"Bahrain",569,4,337,228,2020-04-01,"25.930414","50.637772"
"Bangladesh",54,6,25,23,2020-04-01,"23.684994","90.356331"
"Barbados",34,0,0,34,2020-04-01,"13.193887","-59.543198"
"Belarus",163,2,53,108,2020-04-01,"53.709807","27.953389"
"Belgium",13964,828,2132,11004,2020-04-01,"50.503887","4.469936"
"Belize",3,0,0,3,2020-04-01,"17.189877","-88.49765"
"Benin",13,0,1,12,2020-04-01,"9.30769","2.315834"
"Bhutan",4,0,0,4,2020-04-01,"27.514162","90.433601"
"Bolivia",115,7,1,107,2020-04-01,"-16.290154","-63.588653"
"Bosnia and Herzegovina",459,13,19,427,2020-04-01,"43.915886","17.679076"
"Botswana",4,1,0,3,2020-04-01,"-22.328474","24.684866"
"Brazil",6836,240,127,6469,2020-04-01,"-14.235004","-51.92528"
"Brunei",131,1,52,78,2020-04-01,"4.535277","114.727669"
"Bulgaria",422,10,20,392,2020-04-01,"42.733883","25.48583"
"Burkina Faso",282,16,46,220,2020-04-01,"12.238333","-1.561593"
"Burma",15,1,0,14,2020-04-01,"21.913965","95.956223"
"Burundi",2,0,0,2,2020-04-01,"-3.373056","29.918886"
"Cabo Verde",6,1,0,5,2020-04-01,"16.002082","-24.013197"
"Cambodia",109,0,25,84,2020-04-01,"12.565679","104.990963"
"Cameroon",233,6,10,217,2020-04-01,"7.369722","12.354722"
"Canada",9560,109,1324,8127,2020-04-01,"56.130366","-106.346771"
"Central African Republic",3,0,0,3,2020-04-01,"6.611111","20.939444"
"Chad",7,0,0,7,2020-04-01,"15.454166","18.732207"
"Chile",3031,16,234,2781,2020-04-01,"-35.675147","-71.542969"
"China",82361,3316,76399,2646,2020-04-01,"35.86166","104.195397"
"Colombia",1065,17,39,1009,2020-04-01,"4.570868","-74.297333"
"Congo (Brazzaville)",19,0,0,19,2020-04-01,"-0.228021","15.827659"
"Congo (Kinshasa)",109,9,3,97,2020-04-01,"-4.038333","21.758664"
"Costa Rica",375,2,4,369,2020-04-01,"9.748917","-83.753428"
"Cote d'Ivoire",190,1,9,180,2020-04-01,"7.539989","-5.54708"
"Croatia",963,6,73,884,2020-04-01,"45.1","15.2"
"Cuba",212,6,12,194,2020-04-01,"21.521757","-77.781167"
"Cyprus",320,9,28,283,2020-04-01,"35.126413","33.429859"
"Czechia",3508,39,61,3408,2020-04-01,"49.817492","15.472962"
"Denmark",3290,104,971,2215,2020-04-01,"56.26392","9.501785"
"Diamond Princess",712,11,603,98,2020-04-01,"37.09024","-95.712891"
"Djibouti",33,0,0,33,2020-04-01,"11.825138","42.590275"
"Dominica",12,0,0,12,2020-04-01,"15.414999","-61.370976"
"Dominican Republic",1284,57,9,1218,2020-04-01,"18.735693","-70.162651"
"Ecuador",2748,93,58,2597,2020-04-01,"-1.831239","-78.183406"
"Egypt",779,52,179,548,2020-04-01,"26.820553","30.802498"
"El Salvador",32,1,0,31,2020-04-01,"13.794185","-88.89653"
"Equatorial Guinea",15,0,1,14,2020-04-01,"1.650801","10.267895"
"Eritrea",15,0,0,15,2020-04-01,"15.179384","39.782334"
"Estonia",779,5,33,741,2020-04-01,"58.595272","25.013607"
"Eswatini",9,0,0,9,2020-04-01,"-26.522503","31.465866"
"Ethiopia",29,0,2,27,2020-04-01,"9.145","40.489673"
"Fiji",5,0,0,5,2020-04-01,"-16.578193","179.414413"
"Finland",1446,17,10,1419,2020-04-01,"61.92411","25.748151"
"France",57749,4043,11053,42653,2020-04-01,"46.227638","2.213749"
"Gabon",18,1,0,17,2020-04-01,"-0.803689","11.609444"
"Gambia",4,1,2,1,2020-04-01,"13.443182","-15.310139"
"Georgia",117,0,23,94,2020-04-01,"42.315407","43.356892"
"Germany",77872,920,18700,58252,2020-04-01,"51.165691","10.451526"
"Ghana",195,5,31,159,2020-04-01,"7.946527","-1.023194"
"Greece",1415,50,52,1313,2020-04-01,"39.074208","21.824312"
"Grenada",9,0,0,9,2020-04-01,"12.262776","-61.604171"
"Guatemala",39,1,12,26,2020-04-01,"15.783471","-90.230759"
"Guinea",30,0,0,30,2020-04-01,"9.945587","-9.696645"
"Guinea-Bissau",9,0,0,9,2020-04-01,"11.803749","-15.180413"
"Guyana",19,2,0,17,2020-04-01,"4.860416","-58.93018"
"Haiti",16,0,1,15,2020-04-01,"18.971187","-72.285215"
"Holy See",6,0,0,6,2020-04-01,"41.902916","12.453389"
"Honduras",172,10,3,159,2020-04-01,"15.199999","-86.241905"
"Hungary",525,20,40,465,2020-04-01,"47.162494","19.503304"
"Iceland",1220,2,225,993,2020-04-01,"64.963051","-19.020835"
"India",1998,58,148,1792,2020-04-01,"20.593684","78.96288"
"Indonesia",1677,157,103,1417,2020-04-01,"-0.789275","113.921327"
"Iran",47593,3036,15473,29084,2020-04-01,"32.427908","53.688046"
"Iraq",728,52,182,494,2020-04-01,"33.223191","43.679291"
"Ireland",3447,85,5,3357,2020-04-01,"53.41291","-8.24389"
"Israel",6092,26,241,5825,2020-04-01,"31.046051","34.851612"
"Italy",110574,13155,16847,80572,2020-04-01,"41.87194","12.56738"
"Jamaica",44,3,2,39,2020-04-01,"18.109581","-77.297508"
"Japan",2178,57,472,1649,2020-04-01,"36.204824","138.252924"
"Jordan",278,5,36,237,2020-04-01,"30.585164","36.238414"
"Kazakhstan",380,3,26,351,2020-04-01,"48.019573","66.923684"
"Kenya",81,1,3,77,2020-04-01,"-0.023559","37.906193"
"Korea, South",9887,165,5567,4155,2020-04-01,"35.907757","127.766922"
"Kosovo",125,1,10,114,2020-04-01,"42.602636","20.902977"
"Kuwait",317,0,80,237,2020-04-01,"29.31166","47.481766"
"Kyrgyzstan",111,0,3,108,2020-04-01,"41.20438","74.766098"
"Laos",10,0,0,10,2020-04-01,"19.85627","102.495496"
"Latvia",446,0,1,445,2020-04-01,"56.879635","24.603189"
"Lebanon",479,14,43,422,2020-04-01,"33.854721","35.862285"
"Liberia",6,0,0,6,2020-04-01,"6.428055","-9.429499"
"Libya",10,0,0,10,2020-04-01,"26.3351","17.228331"
"Liechtenstein",68,0,0,68,2020-04-01,"47.166","9.555373"
"Lithuania",581,8,7,566,2020-04-01,"55.169438","23.881275"
"Luxembourg",2319,29,80,2210,2020-04-01,"49.815273","6.129583"
"Madagascar",57,0,0,57,2020-04-01,"-18.766947","46.869107"
"Malaysia",2908,45,645,2218,2020-04-01,"4.210484","101.975766"
"Maldives",19,0,13,6,2020-04-01,"3.202778","73.22068"
"Mali",31,3,0,28,2020-04-01,"17.570692","-3.996166"
"Malta",188,0,2,186,2020-04-01,"35.937496","14.375416"
"Mauritania",6,1,2,3,2020-04-01,"21.00789","-10.940835"
"Mauritius",161,6,0,155,2020-04-01,"-20.348404","57.552152"
"Mexico",1215,29,35,1151,2020-04-01,"23.634501","-102.552784"
"Moldova",423,5,23,395,2020-04-01,"47.411631","28.369885"
"Monaco",55,1,2,52,2020-04-01,"43.750298","7.412841"
"Mongolia",14,0,2,12,2020-04-01,"46.862496","103.846656"
"Montenegro",123,2,0,121,2020-04-01,"42.708678","19.37439"
"Morocco",654,39,29,586,2020-04-01,"31.791702","-7.09262"
"Mozambique",10,0,0,10,2020-04-01,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-01,"52.442039","4.829199"
"Namibia",14,0,2,12,2020-04-01,"-22.95764","18.49041"
"Nepal",5,0,1,4,2020-04-01,"28.394857","84.124008"
